dayofweek,hour,age,numscreens,minigame,liked,used_premium_feature
1,0,31,8,0,0,0
2,19,31,45,0,0,0
3,23,24,25,1,0,0
6,15,38,32,0,1,0
4,15,32,91,0,0,0
0,7,26,27,0,0,0
0,18,28,22,1,0,1
2,16,27,10,0,1,0
4,18,22,21,0,1,1
1,16,18,18,0,0,0
3,21,25,16,1,0,1
4,15,38,8,0,0,1
0,1,58,16,0,0,0
4,6,51,8,0,0,1
5,20,31,18,0,1,1
1,21,56,11,0,0,0
1,11,26,8,0,0,0
2,10,31,15,0,0,0
3,17,29,12,0,0,1
2,14,38,25,0,0,1
1,4,28,27,1,0,0
6,20,24,37,0,0,0
1,0,22,5,0,0,0
2,15,52,4,0,0,0
0,0,39,2,0,0,1
0,0,23,4,0,0,0
5,23,22,6,0,0,0
0,17,29,1,0,0,0
2,18,57,12,0,1,0
5,21,37,43,0,0,0
1,5,27,13,0,0,0
5,5,30,15,0,0,0
1,21,22,6,0,1,1
0,2,30,14,0,0,0
5,14,22,9,0,0,0
1,19,39,12,1,0,0
0,15,27,3,1,0,1
6,14,34,24,0,0,1
5,21,23,18,0,1,1
4,6,34,7,0,1,0
0,22,31,3,0,1,0
1,19,57,16,0,0,0
1,14,21,26,1,0,0
2,11,35,30,1,0,1
0,5,37,5,0,1,0
6,21,28,14,0,1,0
4,23,27,4,0,0,0
4,3,41,30,1,1,0
6,2,54,13,0,0,0
5,0,25,28,0,0,1
5,7,51,30,0,0,0
1,0,51,25,1,0,0
2,4,25,23,0,0,0
5,4,33,53,1,0,0
1,14,33,28,0,0,0
6,16,49,37,0,0,0
5,21,42,18,0,0,0
6,18,39,28,0,0,0
2,21,45,18,0,1,0
1,16,16,9,0,0,0
1,13,23,25,1,0,0
1,3,55,20,0,0,0
4,0,52,19,1,0,0
6,3,31,40,0,0,1
5,9,25,28,0,0,1
3,3,21,47,0,0,0
5,2,35,38,0,0,0
0,20,25,5,0,0,0
6,0,27,15,0,0,0
1,3,45,15,0,0,0
2,4,21,46,0,1,0
5,5,30,9,0,0,0
3,7,23,7,0,1,0
1,1,18,31,0,0,0
4,20,33,10,0,0,0
6,0,34,14,0,1,0
0,4,22,15,0,0,0
4,19,34,12,0,0,0
6,16,18,19,0,0,0
5,23,20,27,0,0,0
5,16,24,54,0,0,0
5,17,28,30,0,0,0
0,5,47,2,0,0,0
6,18,44,2,0,0,0
5,9,19,11,0,0,0
4,3,29,12,0,0,0
1,20,28,15,0,0,0
5,20,33,20,0,1,0
1,23,26,36,0,0,1
1,0,24,53,0,1,0
2,0,23,34,0,0,0
0,22,31,3,0,0,0
3,19,47,13,0,0,0
6,0,32,21,1,1,1
3,22,25,11,0,0,0
0,21,21,4,1,0,0
2,20,43,16,0,0,0
3,2,40,22,0,0,0
2,11,24,4,0,0,0
1,12,24,22,0,0,0
5,20,20,23,0,1,1
2,16,42,34,1,0,1
5,17,21,19,0,0,0
0,4,26,24,1,0,1
0,0,21,4,0,0,0
2,1,65,26,0,0,0
3,0,39,52,0,0,0
6,17,37,9,0,0,1
0,13,21,11,0,0,0
6,22,26,8,0,0,0
1,23,28,32,1,0,0
1,15,37,14,0,0,0
6,19,23,28,0,0,0
1,21,43,10,0,0,0
4,0,26,43,0,0,1
4,14,25,23,0,0,0
1,0,59,4,0,0,0
1,18,45,34,0,0,0
3,15,84,20,0,0,0
3,13,27,10,0,0,0
3,8,37,11,0,1,0
4,5,26,23,0,0,0
0,1,38,12,0,0,0
0,23,31,26,0,0,1
2,18,36,14,1,0,0
5,23,27,8,0,0,0
5,0,19,32,0,0,0
1,14,18,38,0,0,1
6,23,37,21,0,0,0
2,17,34,2,0,0,1
4,17,27,12,0,1,0
4,18,50,35,0,1,0
6,1,34,16,0,0,0
4,21,25,47,0,0,0
1,22,20,27,0,0,0
3,16,29,25,0,0,1
4,13,42,18,0,0,0
4,3,34,25,0,0,0
4,17,42,12,1,1,1
3,6,32,9,0,0,0
4,21,58,20,0,0,0
0,7,19,8,0,0,0
4,21,22,11,0,0,1
5,2,55,15,0,0,0
6,22,30,47,0,0,1
1,0,19,44,0,1,0
1,21,36,32,0,0,0
6,19,43,16,0,0,0
2,6,20,69,0,0,0
4,22,31,15,0,0,0
6,0,32,52,0,0,0
3,2,31,35,0,0,0
0,8,45,4,0,0,0
1,19,44,9,0,1,0
0,7,38,9,0,0,0
5,22,42,7,0,0,0
0,20,37,20,0,0,1
4,15,28,39,0,0,0
5,20,36,21,1,0,0
2,23,42,31,0,0,0
3,2,31,46,0,0,0
1,0,24,30,0,0,0
6,10,22,22,0,0,0
0,5,21,35,0,0,0
6,18,47,13,1,0,1
4,19,29,2,0,0,0
0,18,25,24,0,0,0
6,3,19,6,0,0,0
5,2,33,36,0,0,1
5,2,30,28,0,0,0
6,15,30,31,0,0,0
5,7,25,24,0,1,0
1,22,18,37,0,1,0
4,22,39,10,0,1,0
6,11,27,11,0,0,0
6,21,18,22,0,0,0
1,15,43,4,0,0,1
0,6,45,41,0,0,0
4,21,33,41,0,1,0
4,4,29,16,0,0,0
0,5,21,32,0,0,1
1,3,73,39,0,0,0
3,17,31,20,0,0,0
6,6,21,21,0,0,1
1,15,18,8,0,0,0
5,15,25,21,0,0,0
4,23,48,29,0,0,0
5,7,28,21,0,0,0
5,17,30,9,0,0,0
1,23,24,29,1,1,1
5,3,30,39,0,0,0
1,3,47,15,0,0,0
1,20,43,46,0,1,1
0,16,43,35,0,0,0
4,4,22,17,1,1,0
3,13,31,9,1,0,1
5,2,28,16,0,0,1
2,5,47,7,0,0,0
0,0,44,37,0,0,0
3,17,63,7,0,0,0
0,18,23,9,0,0,0
4,23,25,34,0,1,0
6,18,48,15,0,0,0
5,10,24,31,0,0,1
5,6,29,26,0,0,0
4,14,21,11,0,0,0
5,21,44,4,0,0,0
4,21,45,2,1,0,0
0,5,36,26,0,1,0
2,22,20,20,0,0,0
5,0,22,46,0,1,0
3,20,23,23,0,0,0
0,22,32,22,0,0,1
3,3,35,21,0,0,0
5,6,25,12,0,0,0
3,10,23,8,0,0,0
3,0,18,27,0,0,0
6,20,34,6,0,1,0
4,15,20,325,0,1,0
3,5,26,44,0,0,1
4,18,33,25,0,0,0
4,5,28,31,0,0,0
0,12,21,32,0,1,1
1,6,37,14,0,0,0
1,14,23,19,0,1,0
4,0,24,5,0,0,0
6,15,33,7,0,0,0
5,17,26,1,0,0,0
2,17,48,37,0,0,0
3,2,27,13,0,1,0
1,13,37,18,0,0,0
4,18,34,25,0,0,0
2,13,34,5,0,0,0
4,21,30,13,1,0,0
4,8,23,92,0,0,0
1,1,28,10,0,0,0
1,12,40,11,0,0,0
2,18,29,3,0,1,0
5,18,31,29,0,0,0
5,6,20,63,0,0,0
0,1,29,27,0,0,0
2,12,22,27,1,0,0
3,23,26,29,0,0,0
3,16,33,12,0,0,0
2,0,17,6,0,0,0
1,21,29,49,1,1,0
0,23,25,9,0,0,0
0,12,43,31,1,0,0
3,19,36,19,0,0,0
6,20,22,23,0,0,0
5,15,45,1,0,0,0
6,20,44,3,0,0,0
6,5,35,24,0,0,0
0,17,22,10,0,0,0
3,0,41,7,0,0,0
1,1,28,5,0,0,0
3,17,48,1,0,0,0
3,21,27,35,0,0,0
3,4,42,10,0,1,0
1,12,48,10,1,1,1
5,19,23,25,0,0,0
4,1,44,33,0,0,0
0,0,35,29,0,1,0
4,4,32,20,0,0,1
2,12,33,4,0,0,1
1,4,35,80,0,0,0
2,0,37,15,0,0,0
6,1,18,7,0,0,0
3,0,54,11,0,1,0
6,0,49,42,0,0,0
5,15,36,1,0,0,0
3,18,21,13,0,1,0
2,17,32,21,0,0,1
3,19,50,11,0,1,0
5,3,29,51,0,0,0
1,13,34,13,0,0,0
0,2,29,29,0,0,0
3,22,35,41,0,0,0
0,4,24,54,0,0,0
3,21,23,54,1,0,0
5,15,45,11,0,0,0
3,4,29,28,0,1,0
3,23,40,23,0,0,1
5,2,24,16,0,0,0
5,11,47,9,0,0,0
5,3,30,18,0,1,0
5,4,24,39,0,0,0
3,23,23,7,0,0,0
6,7,31,5,0,0,0
0,0,28,26,0,1,0
6,22,28,8,0,0,0
5,15,22,50,0,0,0
5,10,20,30,0,0,0
0,21,28,9,0,1,0
1,4,27,25,0,0,0
3,6,28,31,0,0,1
0,14,30,28,0,0,0
5,4,26,35,0,0,0
3,23,35,1,0,0,0
2,22,27,51,0,0,0
3,16,19,10,0,0,0
0,21,37,14,0,1,1
4,6,28,63,0,0,0
2,1,51,18,0,0,0
5,22,18,44,0,0,1
6,1,53,17,1,0,1
4,17,29,28,1,0,1
1,17,26,15,0,1,0
4,16,37,35,0,0,0
6,5,37,28,0,0,0
5,23,25,10,0,0,0
2,15,40,24,0,0,0
4,12,23,38,0,0,1
6,2,25,18,0,0,0
5,21,18,28,0,0,0
5,19,21,19,0,0,1
0,8,21,9,0,0,0
0,7,23,25,0,0,0
5,22,25,32,0,0,0
4,13,29,15,0,0,0
4,3,27,16,0,0,0
2,14,43,10,0,0,0
3,17,18,15,0,0,0
1,21,23,17,0,0,0
1,12,32,28,1,0,0
0,16,16,18,0,0,0
5,1,24,5,0,1,1
0,18,37,15,1,1,0
5,17,22,20,1,0,0
3,21,27,17,0,0,0
1,0,22,13,0,0,0
3,2,19,18,0,1,0
3,13,58,7,0,0,0
2,2,31,26,0,1,0
6,23,21,10,0,1,0
2,2,34,10,0,0,1
4,18,28,29,1,0,1
5,20,33,28,0,0,0
1,17,24,22,0,0,0
2,6,33,8,0,0,0
2,1,23,21,1,0,1
2,13,50,14,1,0,0
5,14,67,13,0,0,0
3,3,22,9,0,1,0
0,4,30,7,0,1,0
2,12,23,18,0,1,0
2,15,26,5,1,0,0
6,14,24,25,1,0,0
2,16,50,6,0,0,0
1,21,28,16,0,0,0
2,2,25,11,0,0,0
2,15,30,17,0,1,0
3,23,32,22,1,0,0
5,23,44,11,0,1,0
0,21,28,28,0,0,1
3,2,24,22,0,0,1
1,21,18,19,0,1,0
1,18,17,48,0,1,1
1,20,23,14,0,0,0
5,12,47,9,0,0,0
3,4,26,19,0,0,0
3,5,28,29,0,0,0
6,0,17,10,0,0,0
0,6,53,15,0,0,0
0,21,20,9,0,0,1
0,14,26,56,0,0,0
6,0,27,35,0,1,0
2,15,25,7,0,0,0
5,14,19,29,0,0,0
1,1,24,9,1,0,0
1,10,53,35,0,0,0
2,18,55,28,0,0,1
2,8,34,40,0,0,0
4,15,26,3,0,0,0
6,17,36,16,0,0,0
6,14,20,37,0,0,0
0,8,21,30,0,0,0
2,17,34,7,0,1,0
2,3,30,53,0,0,0
3,6,27,8,0,0,0
0,5,33,27,0,0,0
0,23,21,44,0,0,1
2,5,21,1,0,0,0
3,12,50,15,0,0,0
0,4,44,20,0,0,0
2,20,23,21,0,0,0
2,19,23,22,0,1,0
1,3,29,19,0,0,0
3,1,34,31,1,0,0
2,20,25,20,0,0,0
3,15,45,20,0,0,0
6,2,22,4,0,0,0
0,18,30,9,0,0,0
4,5,58,7,0,0,0
3,1,29,18,0,0,0
1,19,36,14,0,0,0
0,17,27,3,0,0,1
3,22,70,35,0,0,0
0,1,19,12,0,1,0
1,14,36,18,0,0,0
5,20,46,13,0,0,0
2,21,26,9,0,1,0
6,21,23,29,0,0,0
1,2,46,21,0,0,1
5,3,20,26,1,0,1
4,10,29,31,0,1,0
0,19,48,5,0,1,0
6,19,24,19,0,1,0
6,2,27,12,0,0,0
6,20,44,17,0,0,0
1,17,37,5,1,0,0
0,12,34,15,0,0,0
0,12,17,32,0,1,0
3,18,37,24,0,0,0
6,12,36,5,1,1,0
6,22,27,25,0,0,0
1,3,33,19,0,0,0
1,17,37,3,0,1,0
5,2,37,40,0,0,0
0,18,26,10,0,0,0
6,19,18,52,0,1,0
4,3,26,42,0,0,0
0,19,22,35,0,0,1
6,1,21,22,0,0,0
3,2,54,34,1,0,0
6,14,25,10,0,0,0
6,12,18,3,0,0,0
6,15,60,2,0,0,0
6,11,38,14,0,0,0
6,21,50,17,0,1,0
4,6,42,4,0,0,0
3,0,22,24,0,0,0
6,11,22,29,0,0,1
2,2,19,16,0,1,0
4,15,27,14,0,0,0
3,18,27,29,0,0,0
5,22,35,12,0,0,0
1,8,22,18,1,0,0
2,1,42,24,0,0,0
3,19,18,11,0,0,0
2,2,29,14,0,0,0
6,16,23,28,0,1,0
5,15,20,10,0,0,0
3,13,21,19,0,0,0
0,1,27,18,0,0,0
1,11,39,28,0,0,0
1,16,30,15,0,0,1
3,15,22,18,0,0,0
0,16,35,10,1,0,0
1,20,21,15,0,0,0
6,13,27,17,1,0,0
6,17,29,17,0,1,0
1,12,25,3,1,0,0
0,19,29,16,1,0,1
3,21,34,13,0,0,0
3,11,41,26,0,0,0
0,3,33,15,0,0,0
2,9,40,1,0,0,0
6,19,26,3,1,0,1
2,13,26,11,0,0,0
5,15,24,56,0,0,0
2,8,21,47,0,0,0
2,2,27,18,0,0,0
4,20,35,31,0,0,0
5,20,28,14,0,0,0
6,14,31,30,0,1,1
4,17,33,18,0,0,0
2,16,25,16,0,0,0
3,16,29,53,0,0,0
1,4,31,15,1,0,0
6,20,23,45,0,0,0
6,14,31,20,0,0,0
6,17,32,38,0,0,0
4,21,69,5,0,0,1
2,17,38,17,0,0,0
1,6,32,3,0,0,0
6,2,45,11,0,0,0
4,2,29,19,0,0,0
5,18,26,18,0,0,0
1,2,33,31,0,0,0
4,14,24,12,1,0,1
6,11,35,34,0,0,0
0,10,28,18,0,0,0
4,15,43,6,0,0,1
5,11,45,19,0,0,0
5,16,57,28,0,0,0
6,17,25,24,0,0,0
4,2,22,20,0,0,0
0,17,16,15,0,0,0
6,19,29,8,0,0,0
4,10,29,31,0,0,1
0,12,57,14,1,0,0
0,15,29,32,0,0,1
0,1,37,141,0,0,0
4,11,65,20,0,0,0
3,23,45,7,0,0,0
0,23,21,4,0,0,0
6,10,22,10,0,0,0
6,15,48,41,0,1,1
3,15,43,20,0,1,0
5,7,26,21,0,0,1
5,4,21,17,0,0,0
4,5,17,23,0,1,0
0,23,39,11,0,0,0
1,16,30,34,0,0,1
3,15,44,26,0,1,0
3,11,29,25,0,0,1
1,1,29,20,1,0,0
4,21,22,1,0,0,0
4,18,24,27,0,0,1
4,22,21,25,0,0,0
3,3,53,36,0,0,0
4,2,30,12,0,0,0
1,20,28,13,0,0,0
4,2,22,22,0,0,0
4,9,27,17,0,0,0
5,12,28,20,0,0,0
6,4,26,16,0,0,1
5,22,45,11,1,0,0
6,23,24,23,0,0,1
0,18,34,7,0,0,0
1,8,24,15,0,1,0
5,5,37,24,0,0,1
0,7,32,17,0,0,0
5,11,37,23,0,0,0
4,17,27,18,0,0,0
4,9,26,1,0,1,0
4,15,32,12,0,0,0
1,6,38,59,0,0,0
6,21,51,12,0,0,0
5,2,19,14,1,1,1
2,9,26,55,0,0,0
2,13,21,16,1,0,0
4,2,63,27,0,0,0
1,0,36,19,1,0,0
1,5,22,20,1,0,0
3,10,35,13,0,0,0
6,6,27,58,0,1,0
4,16,42,11,0,1,0
3,15,31,21,0,0,1
2,5,38,4,0,1,0
6,12,62,8,0,0,0
5,2,47,12,0,0,1
0,11,29,45,0,0,0
1,9,32,5,0,0,0
0,6,30,12,0,1,0
6,4,46,20,0,0,0
4,2,44,9,1,0,0
4,19,40,24,0,0,1
5,3,26,32,1,0,1
4,7,51,6,0,1,0
6,20,51,10,0,1,0
6,2,36,7,0,0,1
1,12,17,2,0,1,0
1,23,85,43,0,0,0
0,4,28,18,0,0,1
2,13,33,10,0,0,0
5,19,26,4,0,0,0
0,10,40,18,0,0,0
3,18,26,2,0,0,0
4,23,23,10,0,1,0
1,10,48,3,1,0,0
4,21,23,43,0,0,1
1,17,20,15,0,0,0
4,16,37,21,0,0,0
3,0,41,30,1,0,1
0,21,20,1,0,0,0
0,18,22,28,0,0,0
6,16,26,30,0,0,1
0,4,23,37,1,0,1
1,13,73,1,0,0,0
1,6,35,16,0,0,0
0,17,19,5,0,0,0
4,3,18,28,0,0,1
4,15,40,9,0,0,0
1,21,27,7,0,0,0
5,20,23,20,0,0,0
2,2,23,28,1,0,1
0,3,22,27,0,0,0
4,12,41,21,0,0,0
4,9,26,18,1,0,0
4,19,86,20,1,1,0
4,4,21,28,1,1,1
0,7,25,10,0,0,0
1,5,18,34,1,0,0
1,14,22,9,0,1,0
0,0,26,41,0,1,1
5,15,37,5,0,0,0
2,13,37,7,0,0,0
4,12,72,60,0,1,0
6,14,20,24,0,0,0
0,14,39,16,0,0,0
5,0,37,21,0,1,0
4,2,20,23,0,0,0
3,16,39,18,0,1,1
3,18,43,17,0,0,0
0,11,46,18,0,0,0
6,20,24,10,0,0,0
3,2,24,28,0,0,1
0,22,27,15,0,0,0
4,7,21,4,0,0,0
6,21,41,15,1,1,1
1,15,35,41,0,0,0
0,1,35,29,0,0,0
0,23,23,4,1,0,0
6,1,34,10,0,0,0
5,11,24,17,0,0,0
2,15,39,16,0,1,0
6,5,34,24,0,0,0
5,21,22,4,0,0,0
1,6,29,20,0,0,0
3,23,33,2,0,1,0
4,0,23,21,0,0,0
3,5,23,21,0,0,0
2,1,75,51,0,0,0
3,15,26,17,0,0,0
5,12,22,16,0,0,0
3,15,48,103,0,0,0
5,18,18,24,0,0,0
5,2,29,9,0,0,0
5,4,29,1,0,0,0
0,3,24,24,0,1,1
2,23,27,4,0,0,0
0,3,23,39,0,0,0
6,23,31,4,0,0,0
6,12,20,29,1,0,0
2,13,24,28,0,0,0
1,23,33,21,1,0,0
6,21,41,5,1,0,0
4,19,36,4,0,0,1
6,4,35,53,0,0,1
1,13,19,15,0,0,1
2,16,34,23,0,0,0
0,2,29,4,0,1,0
4,3,26,4,0,0,0
0,19,62,24,0,0,1
1,6,37,32,1,0,0
6,15,42,16,1,0,0
3,20,21,50,0,0,0
5,12,22,16,0,0,0
4,16,25,31,0,0,0
3,21,24,28,0,0,0
3,15,53,21,0,0,0
5,7,44,38,0,0,0
3,18,25,13,0,0,0
5,20,22,23,0,0,0
5,18,24,79,0,0,1
1,19,22,11,0,0,0
4,17,29,29,0,0,0
2,21,22,15,0,0,0
5,21,27,10,0,1,0
1,3,41,2,0,0,1
6,18,52,15,0,0,1
3,16,31,36,0,0,0
6,7,42,17,0,0,0
6,13,20,9,0,0,0
2,14,17,4,0,0,0
4,16,23,27,0,1,0
6,12,29,34,1,0,1
6,1,27,13,0,0,0
5,15,30,40,0,0,0
4,0,21,33,0,0,0
5,1,35,16,0,0,0
4,16,42,20,0,0,0
6,13,26,4,1,0,0
4,19,30,31,1,0,1
6,1,24,3,0,0,0
4,0,28,33,0,0,1
4,3,60,6,0,1,0
6,14,24,44,0,0,0
6,20,29,13,0,0,0
4,12,50,45,0,0,0
1,19,26,24,0,1,0
1,22,43,1,0,1,0
5,2,20,23,0,0,0
1,13,46,17,0,1,0
0,21,56,20,0,0,0
6,3,24,37,0,0,0
5,0,29,13,0,0,0
5,2,18,10,0,0,0
4,20,30,26,0,1,0
2,5,37,32,0,0,0
2,14,23,38,0,0,0
2,22,26,31,0,0,0
5,6,26,15,0,0,0
2,16,29,19,0,0,0
2,18,62,22,0,0,0
4,14,26,4,0,1,0
0,23,24,10,0,0,0
0,12,26,21,0,0,0
6,22,28,28,0,0,0
0,6,32,19,1,0,0
3,19,27,47,0,1,0
6,1,39,9,0,0,0
2,2,22,114,0,0,1
0,15,57,27,0,1,0
0,14,25,12,0,0,0
1,5,31,28,1,0,0
2,22,56,18,0,0,0
6,2,32,14,0,0,0
1,22,54,11,0,0,0
0,17,21,35,0,1,0
2,19,65,18,0,0,0
4,15,26,32,0,0,0
0,22,28,22,0,0,1
2,17,24,6,0,0,1
5,2,21,76,0,0,0
1,12,50,33,0,0,0
6,23,30,45,0,0,0
6,0,30,64,0,0,0
3,15,17,20,0,1,0
0,1,33,35,0,0,0
5,13,25,52,0,0,1
2,17,44,9,0,1,0
5,2,17,50,0,1,0
5,22,23,12,0,0,0
6,0,21,28,0,1,0
4,7,46,2,0,0,1
6,0,42,1,0,0,0
4,23,34,28,0,0,0
6,23,44,4,0,0,0
4,7,37,50,0,0,0
4,2,44,18,0,1,0
6,2,30,9,0,0,0
6,3,20,30,0,0,0
5,4,29,34,0,0,0
1,3,27,1,0,0,0
4,19,37,13,0,0,0
3,0,25,27,0,0,0
3,0,23,2,1,0,0
6,17,30,3,0,1,0
5,5,64,21,0,0,0
5,0,51,38,0,0,0
2,21,20,13,0,1,1
1,0,53,7,0,0,0
0,15,44,44,0,0,0
5,14,45,16,0,0,0
5,4,27,30,0,1,0
1,10,33,2,0,1,0
1,12,25,7,0,1,0
6,22,37,43,0,0,0
6,23,20,1,0,0,0
1,2,34,13,0,0,0
0,23,66,18,0,0,0
4,21,24,16,0,0,0
6,5,26,30,0,0,0
0,7,35,30,0,0,0
1,21,24,8,0,0,0
0,1,18,29,0,0,0
5,13,48,5,0,1,0
6,15,33,11,0,0,0
3,0,23,25,0,0,1
1,13,18,8,0,0,0
0,6,26,34,0,0,1
6,17,27,34,0,0,1
5,17,26,17,0,0,1
0,5,37,5,0,0,0
0,15,25,19,1,0,0
3,0,24,27,0,1,1
0,23,18,38,0,0,0
2,17,36,2,0,0,0
4,16,18,46,0,1,0
2,20,31,12,0,0,0
5,18,23,48,0,1,0
3,21,18,16,0,0,0
0,17,26,11,0,0,1
4,1,29,18,0,0,0
2,10,36,17,1,0,0
4,5,37,42,0,0,0
1,10,18,26,0,0,0
0,1,23,43,0,0,0
2,17,44,12,0,0,0
2,1,30,20,0,0,1
5,3,20,59,0,0,1
6,3,22,2,0,0,1
2,7,20,10,0,1,0
4,23,33,9,0,1,0
5,14,36,11,0,0,0
2,11,40,10,1,0,0
1,21,33,17,0,0,0
2,15,26,7,1,0,0
3,14,57,16,0,1,1
0,3,36,22,0,0,0
1,0,31,34,1,0,0
0,16,27,5,0,0,0
2,1,49,15,0,0,0
4,17,50,24,1,0,0
6,13,28,4,0,0,0
5,18,29,6,0,0,0
2,9,18,18,0,0,1
0,3,26,37,0,0,1
1,19,39,4,0,0,1
1,11,38,10,0,1,0
1,4,19,11,0,0,0
1,17,21,38,0,0,0
1,3,19,6,0,0,0
6,17,35,46,0,0,0
2,0,24,20,0,0,0
0,22,22,16,0,0,0
3,20,17,15,0,0,0
6,3,37,17,0,0,0
3,23,37,4,0,0,1
2,13,27,14,0,0,0
6,20,40,23,0,0,0
6,23,36,8,0,1,0
4,3,54,19,0,1,0
2,2,27,50,0,0,0
0,21,28,40,0,0,0
3,22,37,10,0,0,0
3,16,28,13,0,0,0
1,21,18,8,0,0,0
5,20,22,30,0,0,0
1,2,21,21,0,0,0
4,3,30,20,1,1,0
0,18,47,4,0,0,0
6,17,29,40,1,1,0
5,11,23,24,0,0,0
3,4,36,12,0,0,0
3,14,46,15,0,0,0
6,14,17,27,0,0,0
2,9,44,13,0,0,1
1,19,19,28,1,1,1
1,21,36,48,0,1,0
5,22,29,16,0,0,0
2,6,30,32,0,1,1
6,18,51,14,0,1,1
2,0,29,40,1,0,1
4,11,42,24,0,0,0
3,15,37,26,0,0,0
2,14,33,5,1,0,0
0,1,23,12,0,0,1
0,1,25,61,1,0,0
5,10,37,18,0,0,0
2,16,20,19,0,0,0
0,14,21,8,0,0,1
5,15,50,21,0,0,0
6,13,25,16,1,0,0
6,5,21,19,1,0,0
0,22,25,21,1,1,0
6,23,30,42,0,0,1
4,18,22,7,0,0,0
0,15,23,47,1,0,1
4,7,59,20,0,0,0
4,22,32,6,0,0,0
5,16,31,13,0,0,0
5,23,55,20,0,0,0
1,21,18,16,0,0,0
0,22,39,21,0,0,0
4,4,23,15,1,0,0
1,19,70,10,0,0,0
6,5,58,8,0,0,0
4,19,25,52,0,0,1
5,17,57,35,0,0,0
2,0,32,19,0,0,0
3,16,37,16,0,0,0
0,3,31,32,0,0,0
4,13,28,25,0,0,1
4,10,32,23,0,0,0
0,18,28,49,0,0,0
1,16,28,51,0,1,1
5,13,38,3,0,0,0
0,19,24,16,0,0,0
4,21,58,12,1,0,1
2,19,24,13,0,0,1
0,16,30,18,0,1,1
0,11,38,5,0,0,1
4,12,35,5,0,1,0
6,2,40,27,0,1,0
2,23,25,26,0,0,0
0,20,23,71,0,0,0
1,11,39,39,0,0,0
1,1,65,48,0,0,0
6,11,19,11,0,0,0
5,23,40,31,0,0,0
4,21,23,13,1,0,1
5,20,46,39,0,0,0
2,0,34,21,0,0,1
5,18,31,10,0,0,0
1,18,69,13,0,0,0
2,11,21,28,0,0,0
5,21,22,6,0,0,0
5,22,21,27,0,0,0
0,2,19,37,0,0,0
4,14,23,15,0,0,0
5,12,34,6,1,0,1
4,7,21,25,0,1,0
5,22,19,27,0,0,1
2,17,70,15,0,0,0
1,21,33,2,0,0,0
3,16,32,61,0,1,0
0,1,32,44,1,0,0
1,18,31,9,0,0,0
6,19,37,24,0,0,0
6,5,29,20,0,0,0
4,15,24,6,0,0,0
5,14,21,41,0,0,0
6,1,36,1,1,1,0
5,15,24,20,0,0,1
4,1,30,44,0,0,0
4,17,25,14,0,0,0
3,21,48,2,0,0,0
4,18,21,23,0,0,0
4,6,20,31,0,0,1
1,18,60,10,1,1,1
5,21,67,42,0,0,0
0,16,27,8,0,0,1
3,23,28,16,0,0,0
6,18,29,9,0,0,1
6,4,48,22,0,0,0
6,18,52,8,0,1,0
6,20,24,61,0,0,1
4,12,21,39,0,0,0
6,2,26,11,0,0,0
3,23,19,27,0,0,0
4,10,45,14,0,1,0
6,13,23,11,0,0,0
5,20,20,31,0,0,1
1,23,33,30,0,0,1
6,13,17,16,0,1,0
5,19,27,41,0,0,0
1,20,23,13,0,0,0
1,16,27,24,0,0,0
2,17,24,13,0,0,0
1,14,18,7,0,0,0
1,21,24,49,0,0,0
4,19,54,9,1,0,0
6,6,46,24,0,1,0
2,20,56,27,0,0,0
5,16,53,5,0,0,0
3,13,32,36,0,0,1
3,19,25,18,1,0,1
0,14,17,8,0,0,0
2,23,27,22,0,0,1
6,3,29,2,0,0,0
4,1,20,31,0,0,0
6,2,73,23,1,0,1
6,21,33,16,0,0,0
2,21,65,16,0,0,0
4,13,21,15,0,0,1
5,5,27,53,0,0,1
3,4,31,8,0,0,0
0,10,32,18,0,0,0
3,1,24,43,0,0,0
6,3,27,29,0,0,0
2,0,26,29,0,0,0
4,15,23,8,0,0,0
1,20,62,36,0,0,0
0,17,24,17,0,0,0
2,19,29,15,0,0,0
5,21,64,20,0,0,0
0,4,22,16,0,0,0
1,16,27,11,0,0,0
1,0,37,28,0,0,0
0,22,20,5,0,0,1
0,3,32,10,0,0,0
1,8,33,32,0,0,0
0,16,35,69,0,0,0
2,23,38,11,0,0,0
6,20,28,4,0,0,0
4,14,49,28,0,0,0
0,17,26,21,0,1,0
0,14,30,27,0,0,1
0,14,33,9,1,0,0
3,23,21,18,0,0,1
5,14,22,35,0,0,1
1,4,48,22,0,1,0
2,0,29,19,0,0,0
4,20,26,73,1,0,1
4,2,30,10,0,0,1
3,3,47,50,0,0,0
4,4,41,12,0,1,0
2,17,43,12,0,1,0
2,14,27,28,0,1,0
3,19,82,15,0,0,0
1,12,23,32,0,1,0
6,15,28,28,0,0,1
3,0,42,58,0,0,0
0,20,39,7,0,1,0
6,20,17,31,0,0,0
3,15,36,8,0,1,0
5,16,23,10,0,0,0
0,4,29,16,0,0,0
0,11,25,8,1,0,0
5,20,50,5,0,1,1
2,15,52,51,0,0,0
0,16,39,23,0,0,0
0,20,21,19,0,0,0
6,2,24,42,0,0,1
2,17,33,52,0,0,0
3,21,33,25,0,0,0
6,2,32,3,0,0,0
2,19,24,11,0,0,0
2,19,28,28,0,0,0
5,21,22,20,0,0,0
3,0,30,11,0,1,0
3,13,20,14,0,0,0
6,15,44,21,0,0,0
